cnpj,DataInicial,DataFinal,diasOperacao,rentabilidade,rentabilidadeCDI
16893000163,2005-01-04,2006-11-22,473,34.861274922321584,34.98273153650757
802392000102,2005-01-04,2011-10-04,1694,49.427272716040704,125.41174513357393
802726000148,2005-01-04,2014-04-29,2338,180.1489291877644,179.51030759967534
806282000119,2005-01-04,2008-02-20,783,54.29919314013327,55.076081202157965
822055000187,2005-01-04,2020-05-07,3850,486.84176146165765,386.9385965440169
826912000117,2005-01-04,2008-10-13,947,60.982836809468836,67.0514093466449
856755000192,2005-01-04,2020-05-07,3851,353.8128507115731,386.9385965440169
1100310000140,2005-01-04,2006-08-18,409,30.446479307272956,30.56042811121742
1170579000101,2005-01-04,2012-05-21,1852,289.6132373631547,139.68951835223945
1170961000107,2005-01-04,2005-05-30,100,5.1300642932806895,7.006544746925747
1465734000109,2005-01-04,2006-03-24,308,6.6282688115586685,23.274533535907892
1474512000152,2005-01-04,2005-04-01,61,3.2742256365540623,4.109743398296151
1569620000109,2005-01-04,2006-03-10,297,5.80193493422152,22.530828480237464
1617363000133,2005-01-04,2006-10-20,452,4.397254716024834,33.55365716674439
1618474000164,2005-01-04,2008-12-01,982,80.41730619753426,70.0030641295391
1626781000197,2005-01-04,2017-09-19,3190,182.85558554013795,317.5662501533621
1663433000190,2005-01-04,2016-02-02,2783,220.0127300630969,243.79144096556615
2198412000103,2005-01-04,2014-05-29,2337,165.31401156016506,181.9093263184986
2498604000135,2005-01-04,2020-05-07,3851,470.2853338454422,386.9385965440169
2668782000167,2005-01-04,2020-05-07,3849,218.85881132557864,386.9385965440169
2850617000121,2005-01-04,2020-02-03,3787,372.8290319823091,382.2945814281062
2849154000188,2005-01-04,2007-04-05,565,34.59689906038561,41.133310743858665
3052798000103,2005-01-04,2011-12-15,1744,89.21448347177959,130.18693505848117
3060846000105,2005-01-04,2007-08-23,662,45.41986429288456,47.41712238284301
3102081000129,2005-01-04,2020-05-07,3850,367.50280264347833,386.9385965440169
3182760000155,2005-01-04,2006-12-27,497,36.158352882979415,36.59174717117195
3196076000122,2005-01-04,2005-07-13,132,3.511802967699462,9.481238744158937
3319016000150,2005-01-04,2020-05-07,3851,179.72067534370112,386.9385965440169
3322719000137,2005-01-04,2010-09-30,1441,94.00235028984754,102.0310310157416
794186000106,2005-01-04,2007-06-25,619,41.33854368274614,44.68621074019787
829277000121,2005-01-04,2005-04-20,74,4.641639217849369,5.0571996491284965
1206413000190,2005-01-04,2005-06-16,113,-0.9990212330851955,8.005400163729458
1597021000107,2005-01-04,2009-11-13,1220,86.7536795597234,86.77449108303037
1597189000104,2005-01-04,2017-05-17,3106,331.9143067903193,304.3591381098106
1608399000150,2005-01-04,2020-05-07,3850,511.2744828396275,386.9385965440169
1611303000103,2005-01-04,2009-10-29,1210,93.62452440493843,86.16204024183077
1620845000142,2005-01-04,2014-12-22,2506,195.04512960322117,199.35862904585582
1972658000128,2005-01-04,2008-12-15,992,69.75545031168096,70.8573511721116
2198411000169,2005-01-04,2020-05-07,3828,315.0412667187278,386.9385965440169
2293873000165,2005-01-04,2005-10-19,200,14.015821823838536,14.898020479933539
2376888000197,2005-01-04,2006-12-15,490,31.72019725402442,36.12418162081281
2668201000197,2005-01-04,2020-05-07,3850,556.4230218081831,386.9385965440169
2764427000191,2005-01-04,2020-05-07,3851,243.91850111948355,386.9385965440169
2832972000178,2005-01-04,2017-07-27,3156,189.00324139317294,312.34374307199005
2814094000168,2005-01-04,2011-11-10,1720,144.6199704432194,127.88044196116286
2911408000140,2005-01-04,2020-05-07,3850,217.52768021315677,386.9385965440169
2935825000123,2005-01-04,2019-11-18,3735,222.89511932641886,377.78339320749916
2935788000153,2005-01-04,2020-05-07,3850,404.51214245233535,386.9385965440169
3079923000179,2005-01-04,2020-05-07,3850,508.08997526253046,386.9385965440169
3322891000190,2005-01-04,2020-05-07,3851,242.5706774877311,386.9385965440169
792338000123,2005-01-04,2007-03-29,560,31.432874648506683,40.800200603033176
888897000131,2005-01-04,2020-05-07,3850,363.8949543080507,386.9385965440169
1052223000165,2005-01-04,2005-04-07,65,2.389800044402657,4.400560571449685
1135345000115,2005-01-04,2020-05-07,3848,126.15721591540701,386.9385965440169
1144348000115,2005-01-04,2005-04-01,61,3.7442946692476387,4.109743398296151
1261723000107,2005-01-04,2009-07-02,1127,80.19822236158356,81.11600903439538
1508152000162,2005-01-04,2020-05-07,3851,244.8366982306236,386.9385965440169
1578476000177,2005-01-04,2020-05-07,3850,80.53921434686444,386.9385965440169
1620606000192,2005-01-04,2020-05-07,3850,360.76115861029575,386.9385965440169
1627293000102,2005-01-04,2006-04-20,326,18.728279023207726,24.621601300838414
1627295000193,2005-01-04,2006-12-21,494,36.240887153556955,36.391001233174
1960341000171,2005-01-04,2020-05-07,3851,167.46643598480978,386.9385965440169
2036400000182,2005-01-04,2005-11-09,214,15.71840117808756,16.010687273611413
2162620000152,2005-01-04,2020-05-07,3851,588.1733021369771,386.9385965440169
2355644000128,2005-01-04,2011-04-11,1573,-99.76356014920046,113.32732161286789
2494703000149,2005-01-04,2008-09-25,935,67.5023688237296,66.03758854536818
2513875000112,2005-01-04,2020-05-07,3851,393.823973702737,386.9385965440169
2567987000156,2005-01-04,2005-06-23,118,7.283525383554279,8.391790397101184
2935811000100,2005-01-04,2005-03-11,47,3.0945606366366896,3.107069075746405
3020853000183,2005-01-04,2008-08-08,901,47.88289357857671,63.30779519763825
3154212000111,2005-01-04,2010-12-02,1483,104.08018306711276,105.46407559891225
3243641000165,2008-03-05,2020-05-07,3059,212.56603483140566,212.6940890547794
195001000139,2005-01-04,2017-07-04,3139,347.58031188183435,309.66583798981213
766538000101,2005-01-04,2013-11-07,2223,151.16811557796228,167.34989996622255
813340000131,2005-01-04,2020-05-07,3851,163.53839240560677,386.9385965440169
823509000134,2005-01-04,2006-03-20,304,23.52888368199335,22.976561513217565
826435000190,2005-01-04,2005-04-01,61,3.745238531490802,4.109743398296151
826444000180,2005-01-04,2005-09-30,188,13.14297789189487,13.931459014010317
829288000101,2005-01-04,2020-05-07,3849,383.2238911042257,386.9385965440169
979996000129,2005-01-04,2005-10-14,197,13.919647321567119,14.656090125277244
1146546000118,2005-01-04,2006-01-12,259,16.59211744332003,19.54625630037117
1147645000114,2005-01-04,2006-01-17,262,-12.487463542705646,19.78075479275223
1424041000178,2005-01-04,2020-05-07,3849,472.4831359280175,386.9385965440169
1562582000162,2005-01-04,2020-05-07,3851,402.56012597024153,386.9385965440169
1769970000119,2005-01-04,2009-10-09,1197,-22.118344774851295,85.36999815906081
1776200000101,2012-03-26,2020-05-07,2038,2.672478697980729,105.82927796100168
1889170000131,2005-01-04,2020-05-07,3850,369.0547486462097,386.9385965440169
1891007000103,2005-01-04,2011-06-27,1625,126.65692963730378,118.33400893460619
384262000105,2005-01-04,2009-06-12,1113,77.8651841230776,80.24898991373615
822059000165,2005-01-04,2020-05-07,3851,58.124851003140954,386.9385965440169
861108000179,2005-01-04,2005-03-31,60,3.6180652665805724,4.037174348073136
861129000194,2005-01-04,2008-04-25,828,56.40807104679628,58.03199307871631
863981000109,2005-01-04,2006-06-16,364,-14.660452746963415,27.363097663156964
1361073000171,2005-01-04,2020-05-07,3850,405.0912631478062,386.9385965440169
1538345000166,2005-01-04,2010-02-09,1276,-97.13048016517939,90.48704566214352
1598918000147,2005-01-04,2009-02-09,1030,-9.040601269372072,74.09465642020506
1622230000155,2005-01-04,2015-07-06,2637,235.43151835647217,218.53992289711098
1715238000166,2005-01-04,2014-12-23,2506,87.8978675030796,199.48892788273434
1804609000186,2005-01-04,2007-04-19,574,66.5235792151976,41.73418930009869
2082079000172,2005-01-04,2008-01-04,752,-13.994530390592509,53.083944779465256
2088472000173,2005-01-04,2009-12-18,1245,89.4897580147504,88.31323737472442
2290304000166,2005-01-04,2020-05-07,3850,236.83512673944165,386.9385965440169
2393604000170,2005-01-04,2009-06-12,1113,-14.397170101823676,80.24898991373615
2418306000198,2005-01-04,2014-05-23,2329,136.10929970291795,181.45078826811977
2436763000105,2005-01-04,2020-05-07,3851,304.664923261093,386.9385965440169
2658697000118,2005-01-04,2007-08-30,667,15.89635361412649,47.73217704556352
2853384000110,2005-01-04,2010-11-25,1478,102.18805106045382,105.05228729407983
3191874000161,2005-01-04,2020-05-07,3851,388.2398556803032,386.9385965440169
3211632000192,2005-01-04,2020-05-07,3849,416.66258838569075,386.9385965440169
3312795000161,2005-01-04,2005-03-30,59,3.5726279802022143,3.9647254894685346
3409453000164,2005-01-04,2020-05-07,3851,451.17661569748464,386.9385965440169
3411415000146,2005-01-04,2010-04-22,1328,79.09247713663238,93.50996849295434
280302000160,2005-01-04,2020-05-07,3850,376.45534460900024,386.9385965440169
284758000107,2005-01-04,2016-06-22,2880,292724.68390403956,261.544290048646
290487000194,2005-01-04,2005-04-15,71,18.164476757810455,4.837944061779198
296838000174,2005-01-04,2005-09-22,182,13.446308184793555,13.450704535704894
754543000102,2005-01-04,2020-05-07,3850,355.2805979157193,386.9385965440169
819915000123,2005-01-04,2020-05-07,3851,351.4455449711388,386.9385965440169
854428000100,2005-01-04,2008-10-15,949,48.75006151519923,67.2214290641104
913451000110,2005-01-04,2015-07-15,2645,365.08019418693675,219.67332740945992
920895000182,2005-01-04,2006-09-27,436,32.820995556135514,32.440756165257525
1165781000137,2005-01-04,2020-05-07,3851,322.37166278369733,386.9385965440169
1165785000115,2005-01-04,2007-08-01,646,46.90531100574209,46.41241464731753
1165795000150,2005-01-04,2007-08-01,646,46.854561754199175,46.41241464731753
1327100000190,2005-01-04,2010-04-16,1324,-23.62851230067281,93.31936645231048
1553455000105,2008-03-06,2020-05-07,3058,211.7765191348818,212.56372810070044
1604794000165,2005-01-04,2006-08-18,408,30.07772804302682,30.56042811121742
1615687000132,2005-01-04,2007-11-14,718,51.46184284383517,50.923520364952864
1615738000126,2005-01-04,2007-01-12,508,39.04170830504925,37.33097866595716
1847815000173,2005-01-04,2008-10-21,953,36.11375139312094,67.56169471369824
1991762000160,2005-01-04,2020-05-07,3851,171.74870212545952,386.9385965440169
2131724000108,2005-01-04,2020-05-07,3851,56.349298117115154,386.9385965440169
2216347000100,2005-01-04,2012-07-30,1896,-95.0886665478377,143.4305950679248
2294194000100,2005-01-04,2013-06-04,2111,160.65276376055922,157.90101554893906
2436753000170,2005-01-04,2007-04-19,574,79.86813683800929,41.73418930009869
2666694000126,2005-01-04,2005-09-27,185,32.24820144549465,13.690770854229006
2674320000152,2005-01-04,2007-06-13,611,25.271285181755765,44.1721750483536
2764418000109,2005-01-04,2020-05-07,3851,296.43126884974134,386.9385965440169
2890115000124,2005-01-04,2011-07-28,1648,120.760209185456,120.6404492606004
2925301000151,2005-01-04,2010-12-29,1502,144.25410888617694,107.03650166520711
2966086000137,2005-01-04,2005-08-10,152,9.834697123872548,11.05425658521957
2981032000140,2005-01-04,2017-09-14,3190,274.3012782087686,317.17741600945243
3068207000196,2005-01-04,2009-10-15,1200,84.82419427825315,85.55235077737792
3051783000120,2005-01-04,2005-01-28,19,-4.9472768464775,1.1824412324808575
3100345000105,2005-01-04,2020-05-07,3851,436.84036129219885,386.9385965440169
3168062000103,2005-01-04,2020-05-07,3851,618.2888088030079,386.9385965440169
3432164000186,2005-01-04,2005-03-22,54,3.410077165502945,3.60306230010361
168791000163,2005-01-04,2011-06-28,1626,114.13330124443371,118.43314785804316
306278000191,2005-01-04,2020-05-07,3851,352.4886505070987,386.9385965440169
826397000175,2005-01-04,2015-04-23,2586,160.53839595643078,210.74984715697386
831901000125,2005-01-04,2012-10-17,1956,126.12007212849275,147.32239582329078
832122000144,2005-01-04,2005-02-21,33,2.0816683131615887,2.1315983672156147
840135000165,2005-01-04,2005-06-09,108,3.9405798250906843,7.620316338368194
1129004000137,2005-01-04,2020-05-07,3849,385.14375165517316,386.9385965440169
1257762000130,2005-01-04,2010-01-18,1264,79.10739337656392,89.48970611154353
1418947000180,2005-01-04,2014-01-10,2264,162.7358071200788,171.5703855289828
1620420000133,2005-01-04,2015-03-24,2567,205.4847539662835,207.8363951275334
1969152000160,2005-01-04,2011-11-07,1717,-27.715140284852204,127.58783669523707
2143193000165,2005-01-04,2020-05-07,3848,499.17450849009873,386.9385965440169
2224382000162,2005-01-04,2020-05-07,3851,404.0483051652782,386.9385965440169
2284240000190,2005-01-04,2010-10-04,1443,106.91260096236147,102.19300346005889
2511852000179,2005-01-04,2005-09-02,169,11.519019609540472,12.407787912018996
2770954000109,2005-01-04,2010-04-28,1332,51.16373585962681,93.76418189592918
2933376000184,2005-01-04,2005-08-04,148,-9.94661816553235,10.737876715043338
2935802000119,2005-01-04,2018-07-24,3402,305.13152423431455,341.352884805388
3082383000182,2005-01-04,2018-09-03,3431,32.83185277167511,344.51017324839637
3398926000175,2005-01-04,2014-09-05,2430,224.84290904956939,190.06014488460804
3469379000171,2005-01-04,2020-05-07,3851,313.76916384735785,386.9385965440169
217654000171,2005-01-04,2008-12-23,998,44.00849801777302,71.37249818359874
207967000149,2005-01-04,2006-01-12,259,37.264684062793904,19.54625630037117
743023000196,2005-01-04,2005-03-24,56,1.988796319176478,3.747541520763531
826901000137,2005-01-04,2020-05-07,3851,319.45987598750963,386.9385965440169
888899000120,2005-01-04,2018-03-27,3320,328.7710794015882,332.5462102132186
1094931000169,2007-09-24,2009-03-09,366,11.246739874027579,18.050803351553135
1189496000156,2005-01-04,2006-07-31,395,29.399098814344416,29.574565713735513
1165796000103,2005-01-04,2020-05-07,3851,284.863007298937,386.9385965440169
479318000105,2005-01-04,2009-09-03,1172,81.504290120542,83.85550569374925
368785000150,2005-01-04,2008-01-04,752,-13.363314756057587,53.083944779465256
834074000123,2005-01-04,2020-05-07,3851,129.3350620556324,386.9385965440169
861127000103,2005-01-04,2006-01-13,260,546.6775873496078,19.62439771080191
977449000104,2005-01-04,2020-05-07,3851,405.2447858481478,386.9385965440169
979181000140,2005-01-04,2020-05-07,3851,146.90071615524803,386.9385965440169
1103103000140,2005-01-04,2020-05-07,3851,391.8986396235656,386.9385965440169
1105109000156,2005-01-04,2006-08-31,418,33.35201463711051,31.198331636428335
1100318000107,2005-01-04,2012-01-12,1763,115.33171847576078,132.07913303205814
1174068000150,2005-01-04,2020-05-07,3851,519.4965552048402,386.9385965440169
1368005000134,2005-01-04,2014-01-22,2274,140.01746294386993,172.39713448060775
1373077000170,2005-01-04,2006-11-30,479,33.97144159335319,35.39340023745046
1597187000115,2005-01-04,2020-05-07,3851,406.1033144616089,386.9385965440169
1630558000113,2005-01-04,2020-05-07,3851,403.77421738683904,386.9385965440169
1715969000101,2005-01-04,2016-06-29,2885,116.14116502535285,262.49363434727144
1718950000119,2005-01-04,2014-05-23,2329,62.913994622019295,181.45078826811977
1691622000176,2005-01-04,2020-05-07,3851,252.85569653100342,386.9385965440169
1782383000160,2005-01-04,2013-09-18,2187,163.30721744159402,164.05587123590655
1789845000170,2005-01-04,2017-10-13,3210,45.26209046518321,319.7764992148632
2097253000150,2005-01-04,2020-05-07,3824,297.47250685831006,386.9385965440169
2190541000155,2005-01-04,2020-05-07,3849,458.8971348632569,386.9385965440169
2190545000133,2005-01-04,2010-09-03,1423,101.1921055181435,100.5799715858524
2498189000110,2005-01-04,2020-05-07,3851,204.19066064047234,386.9385965440169
2498092000107,2005-01-04,2012-01-12,1764,-31.11750570408045,132.07913303205814
2498096000195,2005-01-04,2020-05-07,3850,425.997038424138,386.9385965440169
2773706000111,2005-01-04,2005-08-31,167,11.39808439422918,12.24737067708881
2910329000115,2005-01-04,2007-02-14,531,40.47855335825326,38.868563489785444
3169591000113,2005-01-04,2012-02-17,1790,115.93113363242904,134.4606544092942
3172851000100,2005-01-04,2015-12-28,2759,216.64426544869553,239.31111822013088
310788000132,2005-01-04,2006-07-21,389,4.5080964239765375,29.15472707729507
947797000139,2005-01-04,2005-09-30,188,13.403030616515487,13.931459014010317
1165784000170,2005-01-04,2006-12-05,482,36.32918326879144,35.59253420714528
1436943000124,2005-01-04,2011-12-20,1747,126.89091932433114,130.4701257975393
1551116000181,2005-01-04,2008-11-07,966,60.89181534338122,68.66667469083568
1615690000156,2005-01-04,2012-08-16,1911,-99.99956393524285,144.37831616120732
1823373000125,2005-01-04,2020-05-07,3851,411.17951373220995,386.9385965440169
1833312000149,2005-01-04,2005-05-31,101,6.9538164728805585,7.083034095176299
2203965000107,2005-01-04,2006-12-08,485,32.7327412591659,35.79191355526976
2320269000180,2005-01-04,2008-08-28,915,-58.61407033512817,64.40844379844775
2430487000178,2005-01-04,2020-05-07,3851,152.9045242334405,386.9385965440169
2540066000108,2005-01-04,2008-12-16,993,64.5438568757168,70.94299171081309
2673461000150,2005-01-04,2013-12-26,2256,175.75424031914838,170.56767096260506
2888033000145,2005-01-04,2008-04-22,825,41.45333382606451,57.82581914636518
2965779000105,2005-01-04,2010-01-28,1271,79.23562825493684,89.98761603831834
2965780000130,2005-01-04,2005-04-12,68,4.650965531369766,4.619111563093159
3052476000164,2005-01-04,2011-02-22,1540,114.47713526348346,110.38899078175587
3047987000198,2005-01-04,2020-05-07,3849,355.7828421684041,386.9385965440169
3384802000130,2011-07-21,2012-09-28,302,6.654140160605193,11.978098799990033
3385686000174,2005-01-04,2008-07-03,875,60.9709215159429,61.34724154436151
3399411000190,2005-01-04,2020-05-07,3851,394.1991074865522,386.9385965440169
3406192000129,2005-01-04,2009-04-24,1080,-11.336120204170818,77.97064959253954
3432122000145,2005-01-04,2009-01-23,1019,77.32777902902792,73.19369761964127
3438278000133,2005-01-04,2020-05-07,3850,342.1371499396404,386.9385965440169
3514854000184,2005-01-04,2005-05-31,101,6.923088612788897,7.083034095176299
3504031000178,2005-01-04,2014-01-09,2265,139.9684546934616,171.46994707796287
823015000150,2005-01-04,2007-06-12,610,43.09053545914337,44.10801671823046
832124000133,2005-01-04,2009-06-19,1095,48.936443698244034,80.55811427344094
840134000110,2005-01-04,2005-06-09,108,5.954819977023429,7.620316338368194
1496940000186,2005-01-04,2020-05-07,3851,332.59762726459206,386.9385965440169
1607887000143,2005-01-04,2005-07-20,137,-12.4060887922796,9.872618945474155
1620027000140,2005-01-04,2020-05-07,3851,333.39223959645574,386.9385965440169
1665498000174,2005-01-04,2016-06-30,2885,139.37794236848603,262.6838021327864
1675497000100,2005-01-04,2020-05-07,3847,214.06638247155567,386.9385965440169
1753082000108,2005-01-04,2011-02-18,1539,110.61229503040342,110.21240472241689
1960689000169,2005-01-04,2010-12-16,1493,116.28304658788404,106.2902089776268
2047046000191,2005-01-04,2012-12-06,1990,136.8293401600531,149.616888774643
2033688000131,2005-01-04,2019-10-24,3719,381.42519811449677,376.289486651363
2036398000141,2005-01-04,2005-03-08,44,-0.3982633733696672,2.897582970592172
2284241000135,2005-01-04,2010-10-04,1443,103.93939278735682,102.19300346005889
2481816000100,2005-01-04,2015-11-20,2733,202.87632792142713,234.88824627011664
2561193000185,2005-01-04,2020-05-07,3849,377.77335948901293,386.9385965440169
2747117000169,2005-01-04,2013-06-05,2112,189.29824199808994,157.97713245466812
2716320000178,2005-01-04,2005-10-17,198,66.02704961937869,14.736715141292445
2887434000180,2005-01-04,2020-05-07,3851,370.4887838924334,386.9385965440169
2935876000155,2005-01-04,2009-06-03,1107,101.13269412419044,79.8398338420119
3047940000124,2005-01-04,2010-02-25,1290,78.86975954873235,91.11337372028274
3082627000127,2005-01-04,2005-03-23,55,2.917988897488799,3.6752591300980297
3168115000188,2005-01-04,2020-05-07,3851,426.3368384073445,386.9385965440169
3303756000106,2005-01-04,2020-05-07,3850,373.60747839065687,386.9385965440169
3369187000193,2005-01-04,2020-05-07,3851,392.8182410450695,386.9385965440169
3499854000152,2005-01-04,2009-11-20,1225,89.03226205311002,87.0812996152267
3500670000165,2005-01-04,2005-07-14,133,8.310919660171967,9.5593886419993
3503368000160,2005-01-04,2015-08-03,2658,251.1428349464083,221.79991845550146
578354000118,2005-01-04,2005-05-30,100,-4.676877076673314,7.006544746925747
812433000141,2005-01-04,2020-05-07,3851,229.07466156352058,386.9385965440169
809773000113,2005-01-04,2020-05-07,3851,159.86148457821824,386.9385965440169
822944000144,2005-01-04,2014-04-23,2335,241.4280042399742,179.05567165988123
832588000140,2005-01-04,2020-05-07,3848,106.19820655588006,386.9385965440169
322706000170,2005-01-04,2007-03-29,560,29.56689359814657,40.800200603033176
832021000173,2005-01-04,2014-10-30,2467,137.4693759214186,194.71080794685213
1040300000167,2005-01-04,2005-06-14,111,-6.936696577602275,7.851158883057607
1138487000136,2005-01-04,2010-06-01,1356,89.55972962452621,95.42067491711401
1146536000182,2005-01-04,2007-09-20,681,12.513346160915129,48.607522438451035
1231931000163,2005-01-04,2020-05-07,3828,465.83071938375167,386.9385965440169
1241591000151,2005-01-04,2005-11-07,212,-17.1511846454411,15.851060233508662
1375954000141,2005-01-04,2020-05-07,3851,425.1934815444055,386.9385965440169
1392020000118,2005-01-04,2020-05-07,3851,209.17744340941505,386.9385965440169
1508153000107,2005-01-04,2006-11-21,472,34.92184961149063,34.9143528950298
1508155000104,2005-01-04,2006-02-21,287,22.42943896111813,21.6851815202433
1525057000177,2005-01-04,2020-05-07,3850,72.70226891055442,386.9385965440169
1591605000167,2005-01-04,2020-05-07,3851,399.73613054103527,386.9385965440169
1606583000161,2005-01-04,2005-03-30,59,2.974499208687975,3.9647254894685346
1789400000190,2005-01-04,2020-05-07,3851,207.96129628246436,386.9385965440169
2027439000133,2005-01-04,2015-12-01,2741,167.83146772594523,236.1208065827014
2037763000132,2005-01-04,2020-05-07,3851,589.3707430954474,386.9385965440169
2034954000140,2005-01-04,2006-01-12,259,55.22062417303897,19.54625630037117
2224386000140,2005-01-04,2008-06-12,860,63.59666497269936,60.255290551716186
2489088000182,2005-01-04,2006-02-15,283,20.411774803394465,21.378727310659595
2496212000137,2005-01-04,2005-12-16,240,15.63261570662866,18.068638792669155
2567994000158,2005-01-04,2006-01-23,266,18.047957239507717,20.087714386145162
2885907000100,2005-01-04,2020-05-07,3851,344.22743580068726,386.9385965440169
3004435000100,2005-01-04,2020-05-07,3849,491.85418655748066,386.9385965440169
3239726000170,2005-01-04,2020-05-07,3849,404.580408066871,386.9385965440169
3256752000106,2005-01-04,2020-05-07,3851,187.97673432847438,386.9385965440169
527147000134,2015-08-24,2016-09-01,259,11.469040822421261,14.492093040962484
539553000117,2005-01-04,2020-05-07,3850,341.65703759772407,386.9385965440169
1100314000129,2005-01-04,2009-06-01,1105,77.90851182673353,79.70320110174518
1353260000103,2005-01-04,2020-05-07,3851,82.08772815719941,386.9385965440169
1569618000130,2005-01-04,2017-12-07,3247,307.7590955118222,324.2992820756331
1570693000110,2005-01-04,2006-01-27,270,20.70221934616976,20.39078876056257
1571478000134,2005-01-04,2009-11-12,1219,87.63405710445757,86.71314834527301
1619939000100,2005-01-04,2005-08-08,150,10.380504178291773,10.895990393038147
1624476000166,2005-01-04,2008-08-14,905,62.93621101570397,63.621405179467416
1656101000188,2007-10-19,2020-05-07,3150,178.97351287817358,224.94056517969807
1656835000167,2005-01-04,2005-01-26,17,0.3125529446128761,1.0480865170936937
2097252000106,2005-01-04,2020-05-07,3824,248.258069023123,386.9385965440169
2190708000188,2005-01-04,2009-05-15,1094,80.06051709279043,78.95157273852583
2198418000180,2005-01-04,2007-02-14,531,39.43087007052486,38.868563489785444
2421171000110,2005-01-04,2010-12-16,1493,116.31434994432661,106.2902089776268
2506720000159,2005-01-04,2014-10-31,2470,183.35449005499177,194.83382907941333
2764937000169,2005-01-04,2020-05-07,3851,258.279196305538,386.9385965440169
2850179000100,2005-01-04,2008-06-25,869,48.71465740000049,60.908932611669606
2907506000104,2005-01-04,2020-05-07,3851,208.5261400006531,386.9385965440169
2898519000164,2005-01-04,2020-05-07,3849,194.48135986921167,386.9385965440169
2975945000154,2005-01-04,2015-04-16,2582,201.16864934891385,210.16504596436155
2976273000100,2005-01-04,2016-03-24,2819,153.5918813598661,250.16053916906907
3001861000182,2005-01-04,2006-05-03,333,26.862158305990945,25.125988902026908
3054724000106,2005-01-04,2020-05-07,3851,355.4293960142162,386.9385965440169
3191877000103,2005-01-04,2020-05-07,3851,367.7300081365472,386.9385965440169
3398432000190,2005-01-04,2014-01-29,2279,242.42788866780054,172.92602244019832
3398588000171,2005-01-04,2013-05-08,2093,165.55202760167194,156.6101251898868
3449448000185,2005-01-04,2007-06-05,606,-7.235390553098764,43.84627402006198
3469407000150,2005-01-04,2020-05-07,3851,214.12651115064344,386.9385965440169
74069000160,2005-01-04,2006-01-31,272,42.1068025644471,20.542244636243613
370675000122,2005-01-04,2007-07-31,645,14.514966413579188,46.34986178939149
829274000198,2005-01-04,2014-11-12,2477,205.34771297230964,195.8188994547976
833458000121,2005-01-04,2020-05-07,3845,440.9752487958586,386.9385965440169
857368000170,2005-01-04,2016-10-21,2964,208.16312604628484,278.0233678680959
861131000163,2005-01-04,2019-06-18,3628,403.3695034508958,366.48001269522547
979105000134,2005-01-04,2011-08-22,1665,101.95499003114969,122.38722318078455
978119000133,2005-01-04,2017-05-23,3110,273.80431742069106,305.0370433566161
1108010000108,2005-01-04,2016-06-30,2886,336.9267532873481,262.6838021327864
1171957000163,2005-01-04,2020-05-07,3851,413.20281747705224,386.9385965440169
1536197000140,2005-01-04,2005-04-01,61,4.121028765473556,4.109743398296151
1611293000106,2005-01-04,2020-05-07,3850,484.05519398845087,386.9385965440169
1611302000169,2005-01-04,2013-05-03,2090,146.8792769838652,156.39677212797548
1613944000105,2005-01-04,2006-08-11,404,28.17763243876503,30.207157906248927
1631235000144,2005-01-04,2008-06-24,868,40.8164343515879,60.83613013736296
1800116000178,2005-01-04,2007-12-13,738,167.83961031144878,52.19124661691011
1800490000173,2005-01-04,2011-11-09,1719,409.61769384718013,127.78300094901684
1972663000130,2005-01-04,2020-05-07,3849,349.7582863052669,386.9385965440169
2097257000139,2005-01-04,2005-10-24,203,14.823846412829544,15.13681856247553
2196956000136,2005-01-04,2009-04-24,1080,88.13185646210664,77.97064959253954
2650451000108,2005-01-04,2020-05-07,3851,349.8135018973984,386.9385965440169
2812130000154,2005-01-04,2007-06-05,606,50.457953144266334,43.84627402006198
2858952000176,2005-01-04,2005-06-23,118,4.892386321904252,8.391790397101184
3256793000100,2005-01-04,2020-05-07,3851,382.9514257544204,386.9385965440169
3308718000138,2005-01-04,2020-05-07,3851,167.186515472279,386.9385965440169
3420044000169,2005-01-04,2016-04-14,2832,247.36084945146334,252.74109532371904
3469422000107,2005-01-04,2020-05-07,3851,167.913914520773,386.9385965440169
3472439000105,2005-01-04,2010-04-28,1332,79.58681713105449,93.76418189592918
3454781000182,2005-01-04,2020-05-07,3851,376.6875035069601,386.9385965440169
287402000119,2005-01-04,2018-06-06,3369,376.7118295709756,337.67978343285847
794233000103,2005-01-04,2006-10-09,444,18.72251061000636,32.998126234797894
766542000170,2005-01-04,2019-10-24,3719,327.85773037419597,376.289486651363
826911000172,2005-01-04,2020-05-07,3850,214.28192418183284,386.9385965440169
73041000108,2005-01-04,2020-05-07,3851,358.36710111330063,386.9385965440169
360293000118,2005-01-04,2020-05-07,3851,274.91492499033745,386.9385965440169
793954000107,2005-01-04,2015-10-15,2709,86.5230659436976,230.5236039365094
799413000188,2005-01-04,2013-05-21,2100,80.26492529561328,157.25020345918298
829280000145,2005-01-04,2020-05-07,3850,408.0919955874016,386.9385965440169
861148000110,2005-01-04,2015-02-25,2549,210.9698335630586,205.12719257866888
1100323000110,2005-01-04,2006-01-26,269,20.10265602886292,20.31466326682039
1171963000110,2005-01-04,2005-03-15,49,2.9574211808188977,3.2468945779143388
1712104000191,2005-01-04,2006-01-06,255,11.469136785012047,19.234157866791122
1721895000116,2005-01-04,2010-12-09,1488,261.2933390056766,105.87669086164028
